treatment,dyad,player,expert_in,novice_in,stage,round,kind,classif,accuracy,queried,answered,answer_correct
single,57166-57166,571663380480362,terrier,hound,Training rounds,25,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Training rounds,25,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Training rounds,25,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Training rounds,25,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Training rounds,25,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,1,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,1,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,1,A,B,0,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,1,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,1,B,D,0,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,2,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,2,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,2,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,2,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,2,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,3,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,3,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,3,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,3,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,3,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,4,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,4,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,4,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,4,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,4,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,5,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,5,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,5,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,5,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,5,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,6,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,6,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,6,B,D,0,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,6,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,6,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,7,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,7,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,7,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,7,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,7,B,D,0,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,8,D,B,0,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,8,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,8,B,B,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,8,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,8,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,9,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,9,B,D,0,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,9,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,9,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,9,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,10,D,B,0,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,10,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,10,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,10,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,10,B,B,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,11,B,D,0,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,11,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,11,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,11,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,11,B,B,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,12,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,12,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,12,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,12,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,12,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,13,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,13,B,D,0,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,13,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,13,B,B,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,13,B,D,0,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,14,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,14,B,B,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,14,B,B,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,14,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,14,B,B,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,15,B,B,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,15,B,B,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,15,B,B,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,15,B,B,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,15,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,16,B,B,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,16,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,16,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,16,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,16,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,17,D,B,0,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,17,B,D,0,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,17,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,17,A,C,0,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,17,D,B,0,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,18,B,B,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,18,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,18,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,18,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,18,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,19,B,B,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,19,B,B,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,19,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,19,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,19,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,20,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,20,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,20,D,B,0,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,20,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,20,D,B,0,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,21,D,B,0,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,21,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,21,C,A,0,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,21,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,21,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,22,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,22,B,B,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,22,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,22,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,22,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,23,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,23,B,B,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,23,B,B,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,23,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,23,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,24,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,24,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,24,A,A,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,24,D,D,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,24,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,25,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,25,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,25,C,C,1,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,25,B,D,0,,,
single,57166-57166,571663380480362,terrier,hound,Game rounds,25,C,C,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,1,D,B,0,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,1,D,B,0,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,1,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,1,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,1,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,2,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,2,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,2,B,Nada,0,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,2,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,2,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,3,D,B,0,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,3,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,3,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,3,D,B,0,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,3,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,4,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,4,B,D,0,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,4,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,4,B,D,0,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,4,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,5,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,5,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,5,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,5,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,5,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,6,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,6,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,6,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,6,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,6,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,7,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,7,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,7,D,B,0,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,7,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,7,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,8,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,8,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,8,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,8,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,8,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,9,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,9,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,9,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,9,B,D,0,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,9,B,D,0,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,10,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,10,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,10,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,10,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,10,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,11,B,D,0,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,11,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,11,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,11,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,11,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,12,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,12,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,12,D,Nada,0,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,12,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,12,D,B,0,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,13,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,13,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,13,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,13,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,13,B,D,0,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,14,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,14,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,14,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,14,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,14,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,15,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,15,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,15,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,15,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,15,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,16,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,16,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,16,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,16,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,16,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,17,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,17,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,17,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,17,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,17,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,18,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,18,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,18,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,18,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,18,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,19,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,19,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,19,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,19,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,19,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,20,B,D,0,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,20,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,20,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,20,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,20,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,21,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,21,D,D,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,21,B,B,1,,,
single,57303-57303,573037277775110,hound,terrier,Training rounds,21,B,B,1,,,
